大李水餃,106台北市大安區和平東路二段118巷54弄35號
Nashorn Kaffee,105台北市松山區北寧路20號
PS 11國際髮型,105台北市松山區八德路三段155巷2-2號
香香開飯,105台北市松山區八德路三段12巷5弄17號
靚港點,244新北市林口區四維路60號
新北市政府警察局林口分局林口派出所,244新北市林口區中正路102號
陳記麵館,105台北市松山區八德路三段185號
光武生活館(礁溪武暖店）,262宜蘭縣礁溪鄉武暖路113-5號
吟風 炭火料理,10491台北市中山區中山北路一段135巷35號
醇滷味（中崙市場店）,105台北市松山區八德路三段76號2樓29號攤位
極靜化汽車隔音,241新北市三重區重陽路二段70號
金金便當,105台北市松山區八德路三段158巷20弄30號
蔬鍋藝鍋物,244新北市林口區中山路144-1號
CYCLO 洛城牛肉粉 仁愛門市,106台北市大安區光復南路280巷28號
鱻宴生猛活海鲜中華路店,242新北市新莊區中華路一段162號
新欣美食自助餐坊,105台北市松山區八德路三段168號
巧克力自助餐,105台北市松山區八德路三段191號
嘉義第一名火雞肉飯/三重美食/三重小吃/三重雞肉飯/三重便當外送/三重外送美食,241新北市三重區重陽路二段8號
停車場- 中型室外平面,105台北市松山區寧安街12號號
龍贊火鍋,1 No. 150之3號, 景平路中和區新北市235
山東高府餃子館,105台北市松山區光復北路26巷12號
PANDA-MAMA 麻辣干鍋,10491台北市中山區長安東路二段171-4號
義民廟口客家美食小吃,105台北市松山區八德路三段12巷5弄46號
珍之饌養生膳食(北寧店),105台北市松山區北寧路16號
中崙郭家雞肉飯,號, No. 24八德路三段74巷3弄松山區台北市105
佳禾涼麵,台北市松山區
台北市松山運動中心停車場,105台北市松山區敦化北路1號
林記麻辣火鍋,243新北市泰山區泰林路一段28-28號
LOUISA COFFEE,No. 4寧安街2巷松山區台北市105
川味牛肉麵,105台北市松山區延吉街8之1號
港都手工麵館,105台北市松山區八德路三段12巷5弄20號
南川麵館,105台北市松山區八德路三段191號
醇咖啡Coffeeology,105台北市松山區八德路三段12巷5弄2號
馥裕扁食園(玉口香),105台北市松山區八德路三段155巷5號
嘉義鮑魚海產粥,103台北市大同區延平北路三段77號
香港陳記燒臘便當粥麵,105台北市松山區八德路三段74巷3弄28號
蔡家排骨,244新北市林口區文化二路二段82號
Louisa,244新北市林口區仁愛路二段188、190號
CW 巧克力人文咖啡,105台北市松山區八德路三段25號
廚娘小館牛肉麵,244新北市林口區信義路152號
旺味麵場,10491台北市中山區長安東路二段40號
南崁巧合珍牛肉麵,338桃園市蘆竹區南崁路一段321號號
饌囍堂臭臭鍋,244新北市林口區四維路245巷16號
亂剪髮型沙龍林口店,244新北市林口區文化二路一段156號
紅樓咖啡餐館,251新北市淡水區三民街2巷6號3樓
火麒麟重慶烤魚川味餐廳,251新北市淡水區中正路一段23巷3號
s.Plus Restaurant,106台北市大安區延吉街253號
林口越南料理,237 號, No. 221林口路林口區新北市244
蒸翻天海鮮蒸氣火鍋餐廳/林口蒸氣火鍋/林口美食/林口海鮮塔推薦/林口海鮮餐廳推薦/桃園龜山美食/桃園龜山蒸氣海鮮推薦,244新北市林口區仁愛路二段155號
羅得奧商行 senet café,105台北市松山區富錦街370號
西雅圖極品咖啡,號, No. 41天母西路士林區台北市111
宋江餡餅粥,111台北市士林區天母北路2號
溫州大餛飩-醒吾店,244新北市林口區工六路40之2號
Walk In Cafe,244新北市林口區東湖路155號
五姨麵攤,206基隆市七堵區崇信街6號
Le Corner,106台北市大安區復興南路二段12巷1號
Ueshima Coffee Lounge by UCC,板橋區新北市220
高品味燒烤,No. 437登林路五股區新北市248
霜 越南河粉信義店,106台北市大安區信義路三段168號
林記麵食餃子館,號 1 樓, No. 3建國南路二段大安區台北市106
好朋友早餐吧,106台北市大安區信義路三段99巷13號
彰化肉圓信維店,106台北市大安區信義路四段60之74號
吉品港式燒臘店,號, No. 461文化三路一段林口區新北市244
永和豆漿,106台北市大安區信義路四段20號
紅瓦厝懷舊餐廳,25149新北市淡水區北投子路96之7號
花漁新和風料理,106台北市大安區復興南路二段13號
巷仔內米粉湯,116台北市文山區景美街119號
景美自助雪花冰舖,116台北市文山區景美街117號
小林麻辣火鍋,220新北市板橋區三民路二段206號
無名豆漿店,103台北市大同區蘭州街91號
別所 shelter,103台北市大同區承德路三段51巷18號
億鑫 10元自助洗車文創自助生活館,244新北市林口區仁愛路一段335巷1號
Hypercore Fitness 超核心健身中心 林口四維店,244新北市林口區四維路58號
老山東牛肉麵,108台北市萬華區西寧南路70號B1之15室
傳承永和豆漿大王,244新北市林口區中山路270號
龍昇食堂,206基隆市七堵區南興路6號
CQ2快剪專門店,1 號, No. 563文化二路一段林口區新北市244
奇維奇娃 - Cheevit Cheeva Taipei,106台北市大安區光復南路240巷23號
德記小吃,106大安區仁愛路四段8巷28號
阿嬤的古早味便當,106台北市大安區信義路四段30巷8弄5號
百味火雞肉飯-文二店,244新北市林口區文化二路一段88號
hiii birdie知鳥咖啡,333桃園市龜山區興華五街75號
首爾異國料理原創總店,333桃園市龜山區復興一路288號
新韓館烤肉居酒屋,10491台北市中山區復興北路344號
老丈人清燉牛肉麵館,244新北市林口區信義路126號
林麻記鴛鴦自助火鍋,235新北市中和區建一路166號
劉記川味牛肉麵館,206基隆市七堵區南興路19號
蘇杭亞東店(餐廳.燒臘便當.自助餐),220新北市板橋區南雅南路二段21號B1美食街
EZ西服-ElegaZzle 台北西門店,108台北市萬華區漢口街二段53號
地平線1號 Horizon No.1,333桃園市龜山區復興一路212巷13號
默默吃 MER CAFE',No. 70號正濱路中正區基隆市202
敘‧XHALE,10352台北市大同區赤峰街35-1號
羊妹妹,200基隆市仁愛區仁三路27之1號
基隆紀家豬腳原汁專家,200基隆市仁愛區愛四路29號2樓(含29號前攤位)
菊亞司汽車玻璃修補-新北泰山店（裂痕坑洞玻璃修復.獨家玻璃刮傷玻璃拋光.補玻璃）,243新北市泰山區楓江路16巷25號
JK STUDIO 新義法料理,11064台北市信義區基隆路一段147巷5弄13號
打鹿岸原住民人文主題餐廳《林口店》,244新北市林口區仁愛路二段369號
好口向陽社區管理委員會,244新北市林口區244
墾丁牛排,108台北市萬華區西寧南路70號
麵黨,206基隆市七堵區百六街112號
好棒棒平價快炒,106台北市大安區復興南路一段271號
格拉齊義大利麵食館大安店,號, No. 317復興南路一段大安區台北市106
阿彩冰菓,243新北市泰山區明志路一段255號
錢都日式涮涮鍋-林口仁愛加盟店,244新北市林口區仁愛路二段253號
Bros Coffee,106台北市大安區復興南路一段321號
無名麵店,106台北市大安區信義路四段30巷2號
洋子咖啡,206基隆市七堵區百六街100巷11號
建國手工水餃麵食館,106台北市大安區
STARBUCKS 星巴克 (大直樂群門市),10462台北市中山區樂群二路267號
Pepper Lunch 胡椒廚房 美麗華店,10491台北市中山區敬業三路20號
大安排骨飯,106台北市大安區大安路一段238號
張家牛排,248新北市五股區明德路11號
阿六黑白快炒,242新北市新莊區復興路二段60巷1號
超牛牛肉麵,206基隆市七堵區
劉漣麵信義分店,106台北市大安區信義路四段30巷16號
Mimo Cafe,106台北市大安區建國南路二段5號
一流清粥小菜,106台北市大安區復興南路二段106號
七堵鎔記燒臘,206基隆市七堵區自治北街4號
海邊走走HiWalk手工肉鬆蛋捲松菸店,110台北市信義區菸廠路88號
唐儷造型沙龍,244新北市林口区
明治好食,244新北市林口區文化二路二段88巷36號
非髮HAIR SALON,244新北市林口區中正路365號
髮雲集造型沙龍,244新北市林口區中正路83號
爽爽涮涮鍋,33380桃園市龜山區文化二路34巷22號
鍋家菜,244新北市林口區文化一路一段230號
林家自助餐,244新北市林口區中正路367號
維康牙醫診所,206基隆市七堵區明德一路75號
韓食堂,106台北市大安區復興南路二段378之一號
來來餃子館,206基隆市七堵區開元路81號
常淞平價牛排,244新北市林口區中正路326號
星巴克 重慶門市,100台北市中正區重慶南路一段104號
極鮮火鍋(龍安店),242新北市新莊區龍安路252-2號
談笑風生美食小棧 平價海鮮熱炒,261宜蘭縣頭城鎮青雲路三段262號一 266 號
Pon Pio Hot Pot 澎湃火鍋,244新北市林口區文化一路一段89-5號
光司 DATE 二店,106台北市大安區大安路一段No. 232
回味食堂,號, No. 14信義路四段30巷21弄大安區台北市106
大安捷運站小館,106台北市大安區信義路四段30巷8弄3號號
香菇肉粥米粉湯,242新北市新莊區復興路一段212號
名鄉港式燒臘,206基隆市七堵區明德一路67號
栗子髮型,206基隆市七堵區自治北街6號
信義小館,106台北市大安區信義路四段30巷8弄11號
茗園活魚餐廳,325桃園市龍潭區中正路佳安段380號
鯉魚潭觀景台,369苗栗縣卓蘭鎮苗52鄉道369號
田媽媽民宿美食餐廳(晚餐時段要先預約),367苗栗縣三義鄉廣聲新城2巷26號
香港裕記燒臘,10491台北市中山區龍江路170號
Wave Bar 冰郎小酒館,929屏東縣琉球鄉三民路308號
品果冰室Pingo Yes!,116台北市文山區景美街80號
大平紅橋,325桃園市龍潭區石門路53號
兔子兔子美式餐廳+,220新北市板橋區公園街
山玖鍋貼水餃,106台北市大安區信義路四段30巷7弄11號
喜樂滿足牛肉麵,106台北市大安區復興南路一段293之1號
摩斯漢堡 林口竹林店,244新北市林口區新北市林口區竹林路31號‎
早安美芝城早餐店,244新北市林口區仁愛路一段334號
溫州大餛飩,號, No. 273復興南路一段大安區台北市106
炒咖哩麵大王,244新北市林口區中原街15-7號
1925 caf'e,No. 74松江街板橋區新北市220
楊家麵食水餃舘,235新北市中和區中和路324巷5號
Louisa Coffee (Yong'an Market),No. 19號中和路400巷中和區新北市235
林口金時代自助洗車,號, No. 43仁愛路一段林口區新北市244
台南海鮮餐廳,244新北市林口區中山路133-137號
Söt cafe ROASTERY 展悅浮島店,No. 451文化三路二段林口區新北市244
蔡家鵝肉莊,244新北市林口區文化一路二段360號
妹記大排檔,香港尖沙咀加拿分道20號加拿芬廣埸5樓全層
壹碗鮮牛肉麵,244新北市林口區中正路263號
那間賣冰的咖啡店 Blue Lamp Cafe,244新北市林口區林口路10號
車太炫投幣自助洗車廣場 林口民權店,244新北市林口區民權路189號
好口味熱炒燒烤,號, No. 42成泰路一段五股區新北市248
STARBUCKS 星巴克 (基隆新豐門市),202基隆市中正區新豐街162巷309號
粵豐燒臘,號, No. 46-1文化三路龜山區桃園市333
電腦雜貨店,220新北市板橋區莒光路140巷5號
金盛世紙業有限公司,106台北市大安區敦化南路二段333號
M&W美髮沙龍,244新北市林口区中正路16號
余家鹽酥雞,243新北市泰山區明志路一段138號
Twins hair salon,No. 58, 復興北路6巷龜山區桃園市333
真好麥中華料理,243新北市泰山區美寧街78號
中環茶餐廳,244新北市林口區文化三路二段185號
真川味,108台北市萬華區康定路25巷42之1號
吉豚屋 環球林口店,244新北市林口區文化三路一段402巷2號3F
昀品牛排,244新北市林口區中正路130號
好吃雞肉,234新北市永和區永平路147號
日日蒸海鮮鍋塔餐廳,244新北市林口區文化三路二段215號
alpha Black (大安店),106台北市大安區信義路三段186號
巧味溫州大餛飩,333桃園市龜山區復興北路26號
ERC cafe,114台北市內湖區新湖一路200號
森亞藝術-畫廊裱框裝置藝術設計,10491台北市中山區建國北路二段186巷26號捷運站 3 分鐘行天宮
品記牛肉麵,244新北市林口區文化二路二段111號
麥克小姐,324桃園市平鎮區中央路145號
呷冰食堂,244新北市林口區中正路261號
巴莎諾瓦 Bossa Nova,25242新北市三芝區54之6號
正斗粥麵專家,香港赤鱲角赤鱲角香港國際機場1號客運大樓離港層東大堂第7層(禁區)
Unipapa 有理百物 X 富錦樹 質感生活用品,10588台北市松山區富錦街479號
泮咖啡 PAMMA COFFEE,813高雄市左營區蓮潭路&孔營路口
王匠黑鮪魚生魚片&日本料理,928屏東縣東港鎮朝隆路39號華僑市場228攤位
小琉球冰箱冰舖-芒果雪花冰專賣店,929屏東縣琉球鄉中正路166-1號
哇讚碳烤,929屏東縣琉球鄉中山路43-10號
阿堂鍋貼水餃,111台北市士林區天母東路8巷21-5號
艾迪墨西哥餐廳2店,111台北市士林區天母東路63號
Sweet 16 Patisserie,111台北市士林區天母東路16號
梁師傅牛肉麵,244新北市林口區中正路32號
THIRD FLOOR COFFEE 在三樓 (入口在墾趣門市內),10491台北市中山區八德路二段330號3樓號
Louisa Coffee 路易．莎咖啡(逸仙店),110台北市信義區台北市信義區逸仙路50巷6號
洲美蜆仔港公園,112台北市北投區承德路六段329號
在地咖啡,33376桃園市龜山鄉興華三街6號
去年在馬倫巴,233-1, 中正路淡水區新北市251
八八燒烤屋,號, No. 514明志路一段泰山區新北市243
穿越九千公里交給你,105台北市松山區民權東路三段160巷19弄16號
玉山銀行（營業部）,105台北市松山區民生東路三段117號
Golden Bee Coffee Store,No. 265仁愛路二段林口區新北市244
甲上燒餅,244新北市林口區文化三路一段575號
四維潤餅,242新北市新莊區四維路217巷1號
KiOSK,10491台北市中山區新生北路一段40號
青龍舞蹈戲劇服裝股份有限公司,108台北市萬華區漢中街137號
永和豆漿,105台北市松山區長春路422號
天龍港式食堂 - 燒臘便當小炒套餐外燴聚餐,24446新北市林口區中山路52號
民生工寓,105台北市松山區民生東路四段56巷1弄3號
台灣香辣太傅,244新北市林口區仁愛二路66號
路角日常,24453新北市林口區公園路116號
加鄉味專業盒餐便當,244新北市林口區自強一街27號
佳佳自助餐,號 244 新 北市 區 中 正路 30 巷 9 號, No. 9中正路30巷林口區新北市244
真合味精緻自助餐,244新北市林口區文化三路二段73號
辣中間麻辣火鍋 林口店,244新北市林口区四維路52號
伯朗咖啡館 小巨蛋店,105台北市松山區南京東路四段2號
利興自助餐,244新北市林口區仁愛路二段166號
BUNA CAF'E 布納咖啡館 林口店,333桃園市龜山區復興一路243-1號
香港隆騰粵菜燒臘,10491台北市中山區遼寧街40號
沐茶閱讀咖啡館,108台北市萬華區西寧南路70號
逸品健康自助餐,110台北市信義區逸仙路50巷8號
銅TONG麻辣精緻鍋物,244新北市林口區文化三路二段251號
